time_period,source,location,material,SLCA_EF - Child labor impact (worker hour/kg),SLCA_EF - Forced labor impact (worker hour/kg),SLCA_EF - Fatal injury impact (worker hour/kg),SLCA_EF - Non-fatal injury impact (worker hour/kg),SLCA_EF - Unemployment impact (worker hour/kg)
4,clay mining,CA,ion adsorption clay,Not available,Not available,Not available,Not available,Not available
4,clay mining,CN,ion adsorption clay,3.96E-06,3.96E-05,3.96E-06,3.96E-06,-3.96E-05
4,clay mining,EE,ion adsorption clay,Not available,Not available,Not available,Not available,Not available
4,clay mining,JP,ion adsorption clay,Not available,Not available,Not available,Not available,Not available
4,clay mining,MM,ion adsorption clay,6.33E-06,0.00063307,6.33E-07,6.33E-07,-6.33E-07
4,clay mining,MY,ion adsorption clay,Not available,Not available,Not available,Not available,Not available
4,clay mining,US,ion adsorption clay,5.28E-08,5.28E-08,5.28E-08,5.28E-06,-5.28E-07
4,clay refining,AU,dysprosium_oxide,2.59E-05,2.59E-05,2.59E-05,0.000259219,-0.000259219
4,clay refining,BR,dysprosium_oxide,Not available,Not available,Not available,Not available,Not available
4,clay refining,CA,dysprosium_oxide,Not available,Not available,Not available,Not available,Not available
4,clay refining,CN,dysprosium_oxide,0.000162012,0.001620119,0.000162012,0.000162012,-0.001620119
4,clay refining,EE,dysprosium_oxide,Not available,Not available,Not available,Not available,Not available
4,clay refining,JP,dysprosium_oxide,Not available,Not available,Not available,Not available,Not available
4,clay refining,MM,dysprosium_oxide,0.000259219,0.025921902,2.59E-05,2.59E-05,-2.59E-05
4,clay refining,MY,dysprosium_oxide,Not available,Not available,Not available,Not available,Not available
4,clay refining,US,dysprosium_oxide,2.16E-06,2.16E-06,2.16E-06,0.000216016,-2.16E-05
4,clay refining,AU,neodynium_oxide,2.59E-05,2.59E-05,2.59E-05,0.000259219,-0.000259219
4,clay refining,BR,neodynium_oxide,Not available,Not available,Not available,Not available,Not available
4,clay refining,CA,neodynium_oxide,Not available,Not available,Not available,Not available,Not available
4,clay refining,CN,neodynium_oxide,0.000162012,0.001620119,0.000162012,0.000162012,-0.001620119
4,clay refining,EE,neodynium_oxide,Not available,Not available,Not available,Not available,Not available
4,clay refining,JP,neodynium_oxide,Not available,Not available,Not available,Not available,Not available
4,clay refining,MM,neodynium_oxide,0.000259219,0.025921902,2.59E-05,2.59E-05,-2.59E-05
4,clay refining,MY,neodynium_oxide,Not available,Not available,Not available,Not available,Not available
4,clay refining,US,neodynium_oxide,2.16E-06,2.16E-06,2.16E-06,0.000216016,-2.16E-05
4,hydrochloric acid digestion,AU,dysprosium_oxide,Not available,Not available,Not available,Not available,Not available
4,hydrochloric acid digestion,BR,dysprosium_oxide,Not available,Not available,Not available,Not available,Not available
4,hydrochloric acid digestion,CA,dysprosium_oxide,Not available,Not available,Not available,Not available,Not available
4,hydrochloric acid digestion,CN,dysprosium_oxide,0.000709289,0.007092891,0.000709289,0.000709289,-0.007092891
4,hydrochloric acid digestion,EE,dysprosium_oxide,4.17E-05,0.000417229,4.17E-05,0.000417229,-0.000417229
4,hydrochloric acid digestion,JP,dysprosium_oxide,Not available,Not available,Not available,Not available,Not available
4,hydrochloric acid digestion,MM,dysprosium_oxide,Not available,Not available,Not available,Not available,Not available
4,hydrochloric acid digestion,MY,dysprosium_oxide,4.17E-05,0.000417229,0.004172289,0.417228853,-0.000417229
4,hydrochloric acid digestion,US,dysprosium_oxide,Not available,Not available,Not available,Not available,Not available
4,hydrochloric acid digestion,AU,neodynium_oxide,Not available,Not available,Not available,Not available,Not available
4,hydrochloric acid digestion,BR,neodynium_oxide,Not available,Not available,Not available,Not available,Not available
4,hydrochloric acid digestion,CA,neodynium_oxide,Not available,Not available,Not available,Not available,Not available
4,hydrochloric acid digestion,CN,neodynium_oxide,0.000709289,0.007092891,0.000709289,0.000709289,-0.007092891
4,hydrochloric acid digestion,EE,neodynium_oxide,4.17E-05,0.000417229,4.17E-05,0.000417229,-0.000417229
4,hydrochloric acid digestion,JP,neodynium_oxide,Not available,Not available,Not available,Not available,Not available
4,hydrochloric acid digestion,MM,neodynium_oxide,Not available,Not available,Not available,Not available,Not available
4,hydrochloric acid digestion,MY,neodynium_oxide,4.17E-05,0.000417229,0.004172289,0.417228853,-0.000417229
4,hydrochloric acid digestion,US,neodynium_oxide,Not available,Not available,Not available,Not available,Not available
4,magnet manufacturing,AU,hp_magnet,Not available,Not available,Not available,Not available,Not available
4,magnet manufacturing,BR,hp_magnet,Not available,Not available,Not available,Not available,Not available
4,magnet manufacturing,CA,hp_magnet,Not available,Not available,Not available,Not available,Not available
4,magnet manufacturing,CN,hp_magnet,4.45E-05,0.000444986,4.45E-05,4.45E-05,-0.000444986
4,magnet manufacturing,EE,hp_magnet,9.57E-07,9.57E-07,9.57E-07,9.57E-07,-9.57E-05
4,magnet manufacturing,JP,hp_magnet,2.39E-06,2.39E-06,2.39E-06,2.39E-06,-2.39E-06
4,magnet manufacturing,MM,hp_magnet,Not available,Not available,Not available,Not available,Not available
4,magnet manufacturing,MY,hp_magnet,Not available,Not available,Not available,Not available,Not available
4,magnet manufacturing,US,hp_magnet,Not available,Not available,Not available,Not available,Not available
4,metallothermic reduction,AU,dysprosium,Not available,Not available,Not available,Not available,Not available
4,metallothermic reduction,BR,dysprosium,Not available,Not available,Not available,Not available,Not available
4,metallothermic reduction,CA,dysprosium,Not available,Not available,Not available,Not available,Not available
4,metallothermic reduction,CN,dysprosium,0.000255319,0.002553191,0.000255319,0.000255319,-0.002553191
4,metallothermic reduction,EE,dysprosium,Not available,Not available,Not available,Not available,Not available
4,metallothermic reduction,JP,dysprosium,Not available,Not available,Not available,Not available,Not available
4,metallothermic reduction,MM,dysprosium,Not available,Not available,Not available,Not available,Not available
4,metallothermic reduction,MY,dysprosium,Not available,Not available,Not available,Not available,Not available
4,metallothermic reduction,US,dysprosium,Not available,Not available,Not available,Not available,Not available
4,mining,AU,bastnasite,6.33E-07,6.33E-07,6.33E-07,6.33E-06,-6.33E-06
4,mining,BR,bastnasite,Not available,Not available,Not available,Not available,Not available
4,mining,CA,bastnasite,Not available,Not available,Not available,Not available,Not available
4,mining,CN,bastnasite,3.96E-06,3.96E-05,3.96E-06,3.96E-06,-3.96E-05
4,mining,EE,bastnasite,Not available,Not available,Not available,Not available,Not available
4,mining,JP,bastnasite,Not available,Not available,Not available,Not available,Not available
4,mining,MM,bastnasite,6.33E-06,0.00063307,6.33E-07,6.33E-07,-6.33E-07
4,mining,MY,bastnasite,Not available,Not available,Not available,Not available,Not available
4,mining,US,bastnasite,5.28E-08,5.28E-08,5.28E-08,5.28E-06,-5.28E-07
4,mining,AU,monazaite,6.33E-07,6.33E-07,6.33E-07,6.33E-06,-6.33E-06
4,mining,BR,monazaite,Not available,Not available,Not available,Not available,Not available
4,mining,CA,monazaite,Not available,Not available,Not available,Not available,Not available
4,mining,CN,monazaite,3.96E-06,3.96E-05,3.96E-06,3.96E-06,-3.96E-05
4,mining,EE,monazaite,Not available,Not available,Not available,Not available,Not available
4,mining,JP,monazaite,Not available,Not available,Not available,Not available,Not available
4,mining,MM,monazaite,6.33E-06,0.00063307,6.33E-07,6.33E-07,-6.33E-07
4,mining,MY,monazaite,Not available,Not available,Not available,Not available,Not available
4,mining,US,monazaite,5.28E-08,5.28E-08,5.28E-08,5.28E-06,-5.28E-07
4,molten_salt electrolysis,AU,neodynium,Not available,Not available,Not available,Not available,Not available
4,molten_salt electrolysis,BR,neodynium,Not available,Not available,Not available,Not available,Not available
4,molten_salt electrolysis,CA,neodynium,Not available,Not available,Not available,Not available,Not available
4,molten_salt electrolysis,CN,neodynium,0.000255319,0.002553191,0.000255319,0.000255319,-0.002553191
4,molten_salt electrolysis,EE,neodynium,Not available,Not available,Not available,Not available,Not available
4,molten_salt electrolysis,JP,neodynium,Not available,Not available,Not available,Not available,Not available
4,molten_salt electrolysis,MM,neodynium,Not available,Not available,Not available,Not available,Not available
4,molten_salt electrolysis,MY,neodynium,Not available,Not available,Not available,Not available,Not available
4,molten_salt electrolysis,US,neodynium,Not available,Not available,Not available,Not available,Not available
4,sulfuric acid digestion,AU,dysprosium_oxide,Not available,Not available,Not available,Not available,Not available
4,sulfuric acid digestion,BR,dysprosium_oxide,Not available,Not available,Not available,Not available,Not available
4,sulfuric acid digestion,CA,dysprosium_oxide,Not available,Not available,Not available,Not available,Not available
4,sulfuric acid digestion,CN,dysprosium_oxide,0.000709289,0.007092891,0.000709289,0.000709289,-0.007092891
4,sulfuric acid digestion,EE,dysprosium_oxide,4.17E-05,0.000417229,4.17E-05,0.000417229,-0.000417229
4,sulfuric acid digestion,JP,dysprosium_oxide,Not available,Not available,Not available,Not available,Not available
4,sulfuric acid digestion,MM,dysprosium_oxide,Not available,Not available,Not available,Not available,Not available
4,sulfuric acid digestion,MY,dysprosium_oxide,4.17E-05,0.000417229,0.004172289,0.417228853,-0.000417229
4,sulfuric acid digestion,US,dysprosium_oxide,Not available,Not available,Not available,Not available,Not available
4,sulfuric acid digestion,AU,neodynium_oxide,Not available,Not available,Not available,Not available,Not available
4,sulfuric acid digestion,BR,neodynium_oxide,Not available,Not available,Not available,Not available,Not available
4,sulfuric acid digestion,CA,neodynium_oxide,Not available,Not available,Not available,Not available,Not available
4,sulfuric acid digestion,CN,neodynium_oxide,0.000709289,0.007092891,0.000709289,0.000709289,-0.007092891
4,sulfuric acid digestion,EE,neodynium_oxide,4.17E-05,0.000417229,4.17E-05,0.000417229,-0.000417229
4,sulfuric acid digestion,JP,neodynium_oxide,Not available,Not available,Not available,Not available,Not available
4,sulfuric acid digestion,MM,neodynium_oxide,Not available,Not available,Not available,Not available,Not available
4,sulfuric acid digestion,MY,neodynium_oxide,4.17E-05,0.000417229,0.004172289,0.417228853,-0.000417229
4,sulfuric acid digestion,US,neodynium_oxide,Not available,Not available,Not available,Not available,Not available
4,cryogenic,US,neodynium dysprosium iron alloy,Not available,Not available,Not available,Not available,Not available
4,direct reuse,US,hp_magnet,Not available,Not available,Not available,Not available,Not available
4,hydrometallurgical,US,neodynium dysprosium iron alloy,Not available,Not available,Not available,Not available,Not available
4,magnet-to-magnet recycling,US,hp_magnet,Not available,Not available,Not available,Not available,Not available
4,magnet_market_mix,US,hp_magnet,Not available,Not available,Not available,Not available,Not available
4,pyrometallurgical,US,neodynium dysprosium iron alloy,Not available,Not available,Not available,Not available,Not available
4,use phase,US,hp_magnet,Not available,Not available,Not available,Not available,Not available
