cost_usd,gwp_kg_co2eq,child_labor_hrs
220556.632853251,132557.352955955,2.652643005
220556.632898814,132557.352955955,2.652643004
220573.330299374,132750.405733762,2.641509741
220596.988799212,133136.511289276,2.620254027
220616.494129569,133715.669622945,2.591913076
220639.302120052,132557.352955923,2.648594979
220652.203444719,132943.458511597,2.627339265
220678.671575839,132653.879344843,2.641509741
220696.57616846,133039.984900517,2.620254027
220711.029055229,133619.143234026,2.591913076
220757.41046927,132846.932122681,2.627339265
220784.012857062,132557.352955923,2.641509741
220798.324838981,132943.458511597,2.620254027
220805.564023356,133522.616844943,2.591913076
220862.751809652,132750.405733615,2.627339265
220900.098912071,133426.090456024,2.591913076
220902.121222415,132846.932122681,2.620254027
220968.093052109,132653.879344843,2.627339265
220994.633844898,133329.564067105,2.591913076
221007.462513724,132750.405733762,2.620254027
221030.514009245,132460.826567069,2.634598512
221030.514015122,132460.826567068,2.634598512
221030.514030594,132460.826567069,2.634598511
221030.514067825,132460.826567036,2.634598781
221030.514113948,132460.826567036,2.63459878
221073.434358048,132557.352955923,2.627339265
221089.168734522,133233.037678186,2.591913076
221112.803790249,132653.879344843,2.620254027
221178.775649332,132460.826567004,2.627339265
221187.132536137,133136.511289433,2.591913076
221218.145096208,132557.352955923,2.620254027
221285.278787356,133039.984900514,2.591913076
221323.486363244,132460.826567004,2.620254027
221383.42505859,132943.458511437,2.591913076
221484.559152724,132846.932122678,2.591913076
221504.39522366,132364.30017815,2.616554288
221504.395224101,132364.300178149,2.616554288
221504.395245896,132364.300178149,2.616554287
221504.395279961,132364.300178117,2.616554557
221504.395329083,132364.300178117,2.616554556
221586.307865729,132750.405733759,2.591913076
221691.646742774,132653.879344843,2.591913076
221796.988023176,132557.352955923,2.591913076
221902.329325273,132460.826567004,2.591913076
221978.276438196,132267.77378923,2.598510064
221978.276442497,132267.77378923,2.598510063
221978.276486258,132267.77378923,2.598510062
221978.276495609,132267.773789198,2.598510333
221978.276496648,132267.773789197,2.598510333
221978.276503824,132267.773789198,2.598510332
221978.276503971,132267.773789197,2.598510332
222007.650646439,132364.300177938,2.591914057
222173.138005258,132267.773789163,2.592008686
223068.48698944,132171.247400323,2.593056289
223068.487117984,132171.247400313,2.593056392
223068.487161083,132171.247400312,2.593056391
224487.707460866,132074.721011404,2.594323715
224487.707627304,132074.721011393,2.594323817
224491.328054166,132171.247400321,2.59191307
225906.927926748,131978.194622484,2.595591141
225906.928031447,131978.194622474,2.595591243
227335.592895041,131881.668233565,2.596869404
227335.593051111,131881.668233555,2.596869505
227335.593056776,131881.668233554,2.596869505
227488.047827177,132074.721011407,2.591913076
228775.115573078,131785.141844646,2.598160149
228775.115635084,131785.141844635,2.59816025
230219.605025672,131688.615455727,2.599456677
230219.60517933,131688.615455717,2.599456777
230219.605180312,131688.615455716,2.599456777
230484.775702772,131978.194622488,2.591913076
231669.600894032,131592.089066807,2.600759617
231669.600965701,131592.089066797,2.600759717
233119.596777513,131495.562677888,2.602062557
233119.596850207,131495.562677878,2.602062657
233481.503316602,131881.668233568,2.591913076
234572.950777662,131399.036288969,2.603369369
234572.950848261,131399.036288959,2.603369468
234572.951166863,131399.036288958,2.603369469
236033.529153422,131302.50990005,2.604684511
236033.529203434,131302.509900039,2.60468461
236478.230694376,131785.141844644,2.591913076
237494.107522357,131205.983511131,2.605999653
237494.107522447,131205.98351113,2.605999653
237494.10768722,131205.98351112,2.605999752
239377.152857877,131109.457122215,2.607210932
239377.1529186,131109.457122211,2.607210968
239485.728081185,131688.61545573,2.591913076
242499.069966876,131592.089066806,2.591913076
243602.575488402,131012.930733296,2.60784658
243602.57551349,131012.930733292,2.607846615
245539.116747722,131495.562677887,2.591913076
247827.998171118,130916.404344377,2.608482227
247827.998183594,130916.404344373,2.608482263
252390.966171405,130819.877955455,2.608264671
252390.966461933,130819.877955454,2.608264671
252390.968184093,130819.877955458,2.608264642
257557.533281435,130723.351566538,2.606521315
257557.533381242,130723.351566535,2.606521344
262724.100511915,130626.825177619,2.604777988
262724.100597126,130626.825177616,2.604778017
267930.535726928,130530.2987887,2.603016645
267930.53579048,130530.298788697,2.603016673
282399.107157118,130433.772399782,2.617204501
282399.10719591,130433.772399781,2.617204509
308037.626333529,130337.246010863,2.644580259
308037.626385987,130337.246010862,2.644580263
308037.661682615,130337.24601014,2.644580296
308037.661746442,130337.246010005,2.644580296
308037.662092475,130337.246009062,2.644580296
