analyzed_process,analyzed_process_location,flow_name,flow_category,flow_subcategory,flow_unit,flow_uuid,amount,num_contributing_activities,source_process,source_material,lcia_method,lcia_category,profile_basis,raw_contribution_rows,num_contributing_regions
ZS mining__Zn_sphalerite_concentrate,AU,"Particulate Matter, > 2.5 um and < 10um (particulate matter formation potential (PMFP))",characterized inventory / particulate matter formation potential (PMFP),total_life_cycle aggregated background activities,PM2.5-Eq,54098ad9-44b7-55c4-aa92-16c0e9835058,0.00046047954958037483,38,ZS mining,Zn_sphalerite_concentrate,TRACI2.1 characterized inventory,Particulate Matter Formation Potential (Pmfp),per kg topology production output; total_life_cycle characterized inventory from LiAISON patch-v2,200,26
ZS mining__Zn_sphalerite_concentrate,CA,Nitrogen oxides (acidification potential (AP)),characterized inventory / acidification potential (AP),total_life_cycle aggregated background activities,kg SO2-Eq,5ae8fb83-5d0c-5ad0-9d00-b7026327822d,0.001136224758823364,49,ZS mining,Zn_sphalerite_concentrate,TRACI2.1 characterized inventory,Acidification Potential (Ap),per kg topology production output; total_life_cycle characterized inventory from LiAISON patch-v2,200,32
ZS mining__Zn_sphalerite_concentrate,CA,"1,2-Dichlorobenzene (ecotoxicity: freshwater)",characterized inventory / ecotoxicity: freshwater,total_life_cycle aggregated background activities,CTUe,40a26978-2016-5c78-90d9-2cb8fe10c6c6,1.01179262503171,7,ZS mining,Zn_sphalerite_concentrate,TRACI2.1 characterized inventory,Ecotoxicity: Freshwater,per kg topology production output; total_life_cycle characterized inventory from LiAISON patch-v2,94,7
ZS mining__Zn_sphalerite_concentrate,CA,Iprodione (ecotoxicity: freshwater),characterized inventory / ecotoxicity: freshwater,total_life_cycle aggregated background activities,CTUe,3bf840f0-23d5-5ab0-9e1b-7dce385b1539,115.62430591846191,4,ZS mining,Zn_sphalerite_concentrate,TRACI2.1 characterized inventory,Ecotoxicity: Freshwater,per kg topology production output; total_life_cycle characterized inventory from LiAISON patch-v2,46,4
ZS mining__Zn_sphalerite_concentrate,CA,Nitrogen dioxide (ecotoxicity: freshwater),characterized inventory / ecotoxicity: freshwater,total_life_cycle aggregated background activities,CTUe,004c2bff-a74e-55ce-9152-0da6f365f86c,4.288232480156223,6,ZS mining,Zn_sphalerite_concentrate,TRACI2.1 characterized inventory,Ecotoxicity: Freshwater,per kg topology production output; total_life_cycle characterized inventory from LiAISON patch-v2,60,5
ZS mining__Zn_sphalerite_concentrate,CA,Nitrogen oxides (eutrophication potential),characterized inventory / eutrophication potential,total_life_cycle aggregated background activities,kg N-Eq,381157ec-8bb1-5026-a45d-24980c44d0ac,0.0031732913423353874,43,ZS mining,Zn_sphalerite_concentrate,TRACI2.1 characterized inventory,Eutrophication Potential,per kg topology production output; total_life_cycle characterized inventory from LiAISON patch-v2,200,28
ZS mining__Zn_sphalerite_concentrate,CA,Dinitrogen monoxide (global warming potential (GWP100)),characterized inventory / global warming potential (GWP100),total_life_cycle aggregated background activities,kg CO2-Eq,84fd6da3-b719-5f5f-b614-8171172b070c,0.12626286956767138,43,ZS mining,Zn_sphalerite_concentrate,TRACI2.1 characterized inventory,Global Warming Potential (Gwp100),per kg topology production output; total_life_cycle characterized inventory from LiAISON patch-v2,200,38
ZS mining__Zn_sphalerite_concentrate,CA,Arsenic ion (human toxicity: carcinogenic),characterized inventory / human toxicity: carcinogenic,total_life_cycle aggregated background activities,CTUh,e635fdd7-bd8f-5127-8347-8b40eb92cf9f,2.8881336012204486e-07,18,ZS mining,Zn_sphalerite_concentrate,TRACI2.1 characterized inventory,Human Toxicity: Carcinogenic,per kg topology production output; total_life_cycle characterized inventory from LiAISON patch-v2,200,13
ZS mining__Zn_sphalerite_concentrate,CA,"1,2-Dichlorobenzene (human toxicity: non-carcinogenic)",characterized inventory / human toxicity: non-carcinogenic,total_life_cycle aggregated background activities,CTUh,fc5fe90e-a73b-55d9-a7a5-d2cb878b60e9,1.2485238549974884e-07,10,ZS mining,Zn_sphalerite_concentrate,TRACI2.1 characterized inventory,Human Toxicity: Non-Carcinogenic,per kg topology production output; total_life_cycle characterized inventory from LiAISON patch-v2,123,7
ZS mining__Zn_sphalerite_concentrate,CA,Imidacloprid (human toxicity: non-carcinogenic),characterized inventory / human toxicity: non-carcinogenic,total_life_cycle aggregated background activities,CTUh,2605b482-6cc7-592e-a1bd-7b1240984460,5.155000301696973e-09,4,ZS mining,Zn_sphalerite_concentrate,TRACI2.1 characterized inventory,Human Toxicity: Non-Carcinogenic,per kg topology production output; total_life_cycle characterized inventory from LiAISON patch-v2,31,4
ZS mining__Zn_sphalerite_concentrate,CA,Iprodione (human toxicity: non-carcinogenic),characterized inventory / human toxicity: non-carcinogenic,total_life_cycle aggregated background activities,CTUh,46e0654a-a73e-5f31-bbdb-56504eeb27b9,3.755408136349875e-06,6,ZS mining,Zn_sphalerite_concentrate,TRACI2.1 characterized inventory,Human Toxicity: Non-Carcinogenic,per kg topology production output; total_life_cycle characterized inventory from LiAISON patch-v2,46,6
ZS mining__Zn_sphalerite_concentrate,CA,Nitrogen oxides (maximum incremental reactivity (MIR)),characterized inventory / maximum incremental reactivity (MIR),total_life_cycle aggregated background activities,kg O3-Eq,ec81851f-e579-5620-a914-94c9873439e3,0.015428521038203675,25,ZS mining,Zn_sphalerite_concentrate,TRACI2.1 characterized inventory,Maximum Incremental Reactivity (Mir),per kg topology production output; total_life_cycle characterized inventory from LiAISON patch-v2,200,17
ZS mining__Zn_sphalerite_concentrate,CA,"Ethane, 1,1,2-trichloro-1,2,2-trifluoro-, CFC-113 (ozone depletion potential (ODP))",characterized inventory / ozone depletion potential (ODP),total_life_cycle aggregated background activities,kg CFC-11-Eq,a087499a-b0fb-5d2b-97f6-73a39078b55e,1.247117308623987e-08,13,ZS mining,Zn_sphalerite_concentrate,TRACI2.1 characterized inventory,Ozone Depletion Potential (Odp),per kg topology production output; total_life_cycle characterized inventory from LiAISON patch-v2,85,11
ZS mining__Zn_sphalerite_concentrate,CA,"Methane, monochloro-, R-40 (ozone depletion potential (ODP))",characterized inventory / ozone depletion potential (ODP),total_life_cycle aggregated background activities,kg CFC-11-Eq,0dfaf3c0-2ecc-5387-aeea-7d1f17aa96d8,2.152883743922711e-12,7,ZS mining,Zn_sphalerite_concentrate,TRACI2.1 characterized inventory,Ozone Depletion Potential (Odp),per kg topology production output; total_life_cycle characterized inventory from LiAISON patch-v2,69,4
ZS mining__Zn_sphalerite_concentrate,CA,"Methane, tetrachloro-, R-10 (ozone depletion potential (ODP))",characterized inventory / ozone depletion potential (ODP),total_life_cycle aggregated background activities,kg CFC-11-Eq,d10b3357-58b8-51c2-a298-45a5c281e796,5.133911283501807e-12,7,ZS mining,Zn_sphalerite_concentrate,TRACI2.1 characterized inventory,Ozone Depletion Potential (Odp),per kg topology production output; total_life_cycle characterized inventory from LiAISON patch-v2,46,7
ZS mining__Zn_sphalerite_concentrate,CA,"Particulate Matter, > 2.5 um and < 10um (particulate matter formation potential (PMFP))",characterized inventory / particulate matter formation potential (PMFP),total_life_cycle aggregated background activities,PM2.5-Eq,605adebd-3893-5c8e-be69-ffab6f7d49e5,0.0001484192484647251,38,ZS mining,Zn_sphalerite_concentrate,TRACI2.1 characterized inventory,Particulate Matter Formation Potential (Pmfp),per kg topology production output; total_life_cycle characterized inventory from LiAISON patch-v2,200,26
ZS mining__Zn_sphalerite_concentrate,CN,Nitrogen oxides (acidification potential (AP)),characterized inventory / acidification potential (AP),total_life_cycle aggregated background activities,kg SO2-Eq,342397b1-6fcf-5ad9-84c5-4cc078c13e59,0.0036904425592866386,49,ZS mining,Zn_sphalerite_concentrate,TRACI2.1 characterized inventory,Acidification Potential (Ap),per kg topology production output; total_life_cycle characterized inventory from LiAISON patch-v2,200,32
ZS mining__Zn_sphalerite_concentrate,CN,"1,2-Dichlorobenzene (ecotoxicity: freshwater)",characterized inventory / ecotoxicity: freshwater,total_life_cycle aggregated background activities,CTUe,8d51dff3-21df-5d68-8428-0cbd9f3d7afa,3.286188279125049,7,ZS mining,Zn_sphalerite_concentrate,TRACI2.1 characterized inventory,Ecotoxicity: Freshwater,per kg topology production output; total_life_cycle characterized inventory from LiAISON patch-v2,94,7
ZS mining__Zn_sphalerite_concentrate,CN,Iprodione (ecotoxicity: freshwater),characterized inventory / ecotoxicity: freshwater,total_life_cycle aggregated background activities,CTUe,7acae7af-6a37-5281-9561-e4ffe7860ce9,375.5363481288596,4,ZS mining,Zn_sphalerite_concentrate,TRACI2.1 characterized inventory,Ecotoxicity: Freshwater,per kg topology production output; total_life_cycle characterized inventory from LiAISON patch-v2,46,4
ZS mining__Zn_sphalerite_concentrate,CN,Nitrogen dioxide (ecotoxicity: freshwater),characterized inventory / ecotoxicity: freshwater,total_life_cycle aggregated background activities,CTUe,ed989413-e624-51a9-8d72-975a281fa0c1,13.927821230714997,6,ZS mining,Zn_sphalerite_concentrate,TRACI2.1 characterized inventory,Ecotoxicity: Freshwater,per kg topology production output; total_life_cycle characterized inventory from LiAISON patch-v2,60,5
ZS mining__Zn_sphalerite_concentrate,CN,Nitrogen oxides (eutrophication potential),characterized inventory / eutrophication potential,total_life_cycle aggregated background activities,kg N-Eq,efce40c9-93bf-5f83-8be1-08504655ebd0,0.010306431963118028,43,ZS mining,Zn_sphalerite_concentrate,TRACI2.1 characterized inventory,Eutrophication Potential,per kg topology production output; total_life_cycle characterized inventory from LiAISON patch-v2,200,28
ZS mining__Zn_sphalerite_concentrate,CN,Dinitrogen monoxide (global warming potential (GWP100)),characterized inventory / global warming potential (GWP100),total_life_cycle aggregated background activities,kg CO2-Eq,3905dd43-1ddc-5ff3-b8ef-32695a5bb523,0.4101019204624062,43,ZS mining,Zn_sphalerite_concentrate,TRACI2.1 characterized inventory,Global Warming Potential (Gwp100),per kg topology production output; total_life_cycle characterized inventory from LiAISON patch-v2,200,38
ZS mining__Zn_sphalerite_concentrate,CN,Arsenic ion (human toxicity: carcinogenic),characterized inventory / human toxicity: carcinogenic,total_life_cycle aggregated background activities,CTUh,eaa1700a-8999-5ba9-a900-09618bb32433,9.380281211883964e-07,18,ZS mining,Zn_sphalerite_concentrate,TRACI2.1 characterized inventory,Human Toxicity: Carcinogenic,per kg topology production output; total_life_cycle characterized inventory from LiAISON patch-v2,200,13
ZS mining__Zn_sphalerite_concentrate,CN,"1,2-Dichlorobenzene (human toxicity: non-carcinogenic)",characterized inventory / human toxicity: non-carcinogenic,total_life_cycle aggregated background activities,CTUh,7e84622f-fb86-5016-997d-9c97948f4dc0,4.055051226969437e-07,10,ZS mining,Zn_sphalerite_concentrate,TRACI2.1 characterized inventory,Human Toxicity: Non-Carcinogenic,per kg topology production output; total_life_cycle characterized inventory from LiAISON patch-v2,123,7
ZS mining__Zn_sphalerite_concentrate,CN,Imidacloprid (human toxicity: non-carcinogenic),characterized inventory / human toxicity: non-carcinogenic,total_life_cycle aggregated background activities,CTUh,dcd1b79f-f0ec-5d54-81a2-ecf6c7609c71,1.674298816607874e-08,4,ZS mining,Zn_sphalerite_concentrate,TRACI2.1 characterized inventory,Human Toxicity: Non-Carcinogenic,per kg topology production output; total_life_cycle characterized inventory from LiAISON patch-v2,31,4
ZS mining__Zn_sphalerite_concentrate,CN,Iprodione (human toxicity: non-carcinogenic),characterized inventory / human toxicity: non-carcinogenic,total_life_cycle aggregated background activities,CTUh,c7838b33-49d5-5165-a83a-c3395182e43a,1.2197453259062595e-05,6,ZS mining,Zn_sphalerite_concentrate,TRACI2.1 characterized inventory,Human Toxicity: Non-Carcinogenic,per kg topology production output; total_life_cycle characterized inventory from LiAISON patch-v2,46,6
ZS mining__Zn_sphalerite_concentrate,CN,Nitrogen oxides (maximum incremental reactivity (MIR)),characterized inventory / maximum incremental reactivity (MIR),total_life_cycle aggregated background activities,kg O3-Eq,cf732893-36bb-5048-a706-8491738790c7,0.05011429538497752,25,ZS mining,Zn_sphalerite_concentrate,TRACI2.1 characterized inventory,Maximum Incremental Reactivity (Mir),per kg topology production output; total_life_cycle characterized inventory from LiAISON patch-v2,200,17
ZS mining__Zn_sphalerite_concentrate,CN,"Ethane, 1,1,2-trichloro-1,2,2-trifluoro-, CFC-113 (ozone depletion potential (ODP))",characterized inventory / ozone depletion potential (ODP),total_life_cycle aggregated background activities,kg CFC-11-Eq,3ace8d09-fed4-5a3f-b4b8-50223611e398,4.0504665189904694e-08,13,ZS mining,Zn_sphalerite_concentrate,TRACI2.1 characterized inventory,Ozone Depletion Potential (Odp),per kg topology production output; total_life_cycle characterized inventory from LiAISON patch-v2,85,11
ZS mining__Zn_sphalerite_concentrate,CN,"Methane, monochloro-, R-40 (ozone depletion potential (ODP))",characterized inventory / ozone depletion potential (ODP),total_life_cycle aggregated background activities,kg CFC-11-Eq,40674cbc-629a-5d52-88b6-735e5839abb7,6.992271910749263e-12,7,ZS mining,Zn_sphalerite_concentrate,TRACI2.1 characterized inventory,Ozone Depletion Potential (Odp),per kg topology production output; total_life_cycle characterized inventory from LiAISON patch-v2,69,4
ZS mining__Zn_sphalerite_concentrate,CN,"Methane, tetrachloro-, R-10 (ozone depletion potential (ODP))",characterized inventory / ozone depletion potential (ODP),total_life_cycle aggregated background activities,kg CFC-11-Eq,19312077-9cbd-51d2-81fe-bc53f7c97808,1.6674241241095552e-11,7,ZS mining,Zn_sphalerite_concentrate,TRACI2.1 characterized inventory,Ozone Depletion Potential (Odp),per kg topology production output; total_life_cycle characterized inventory from LiAISON patch-v2,46,7
ZS mining__Zn_sphalerite_concentrate,CN,"Particulate Matter, > 2.5 um and < 10um (particulate matter formation potential (PMFP))",characterized inventory / particulate matter formation potential (PMFP),total_life_cycle aggregated background activities,PM2.5-Eq,f8cd52fe-382e-5a0c-8df5-4f407ad2ff2a,0.0004820589079652684,38,ZS mining,Zn_sphalerite_concentrate,TRACI2.1 characterized inventory,Particulate Matter Formation Potential (Pmfp),per kg topology production output; total_life_cycle characterized inventory from LiAISON patch-v2,200,26
ZS mining__Zn_sphalerite_concentrate,KZ,Nitrogen oxides (acidification potential (AP)),characterized inventory / acidification potential (AP),total_life_cycle aggregated background activities,kg SO2-Eq,c915b772-614b-568a-9b55-1d1fa366d3a0,207.42499381146706,49,ZS mining,Zn_sphalerite_concentrate,TRACI2.1 characterized inventory,Acidification Potential (Ap),per kg topology production output; total_life_cycle characterized inventory from LiAISON patch-v2,200,32
ZS mining__Zn_sphalerite_concentrate,KZ,"1,2-Dichlorobenzene (ecotoxicity: freshwater)",characterized inventory / ecotoxicity: freshwater,total_life_cycle aggregated background activities,CTUe,432ff77d-2ee7-51e9-bc96-1cfd18f9a822,184709.42900052943,7,ZS mining,Zn_sphalerite_concentrate,TRACI2.1 characterized inventory,Ecotoxicity: Freshwater,per kg topology production output; total_life_cycle characterized inventory from LiAISON patch-v2,94,7
ZS mining__Zn_sphalerite_concentrate,KZ,Iprodione (ecotoxicity: freshwater),characterized inventory / ecotoxicity: freshwater,total_life_cycle aggregated background activities,CTUe,fbca6dd1-10e5-524d-b2f1-4ec871ec32c5,21107976.109623954,4,ZS mining,Zn_sphalerite_concentrate,TRACI2.1 characterized inventory,Ecotoxicity: Freshwater,per kg topology production output; total_life_cycle characterized inventory from LiAISON patch-v2,46,4
ZS mining__Zn_sphalerite_concentrate,KZ,Nitrogen dioxide (ecotoxicity: freshwater),characterized inventory / ecotoxicity: freshwater,total_life_cycle aggregated background activities,CTUe,7177cb0e-081c-57b7-a71d-c4cd8db671ee,782844.791411243,6,ZS mining,Zn_sphalerite_concentrate,TRACI2.1 characterized inventory,Ecotoxicity: Freshwater,per kg topology production output; total_life_cycle characterized inventory from LiAISON patch-v2,60,5
ZS mining__Zn_sphalerite_concentrate,KZ,Nitrogen oxides (eutrophication potential),characterized inventory / eutrophication potential,total_life_cycle aggregated background activities,kg N-Eq,1873b57a-5303-5881-a7af-09b60d15c0bb,579.3054892201093,43,ZS mining,Zn_sphalerite_concentrate,TRACI2.1 characterized inventory,Eutrophication Potential,per kg topology production output; total_life_cycle characterized inventory from LiAISON patch-v2,200,28
ZS mining__Zn_sphalerite_concentrate,KZ,Dinitrogen monoxide (global warming potential (GWP100)),characterized inventory / global warming potential (GWP100),total_life_cycle aggregated background activities,kg CO2-Eq,fe0bd96f-ab2d-5cb6-a054-3276a3147d5d,23050.077536876775,43,ZS mining,Zn_sphalerite_concentrate,TRACI2.1 characterized inventory,Global Warming Potential (Gwp100),per kg topology production output; total_life_cycle characterized inventory from LiAISON patch-v2,200,38
ZS mining__Zn_sphalerite_concentrate,KZ,Arsenic ion (human toxicity: carcinogenic),characterized inventory / human toxicity: carcinogenic,total_life_cycle aggregated background activities,CTUh,28fb4895-5843-5518-b6da-0c6c2ec97547,0.052724391136266965,18,ZS mining,Zn_sphalerite_concentrate,TRACI2.1 characterized inventory,Human Toxicity: Carcinogenic,per kg topology production output; total_life_cycle characterized inventory from LiAISON patch-v2,200,13
ZS mining__Zn_sphalerite_concentrate,KZ,"1,2-Dichlorobenzene (human toxicity: non-carcinogenic)",characterized inventory / human toxicity: non-carcinogenic,total_life_cycle aggregated background activities,CTUh,c94e5b73-2730-5a3d-b2f7-e571a86a509f,0.022792631887412883,10,ZS mining,Zn_sphalerite_concentrate,TRACI2.1 characterized inventory,Human Toxicity: Non-Carcinogenic,per kg topology production output; total_life_cycle characterized inventory from LiAISON patch-v2,123,7
ZS mining__Zn_sphalerite_concentrate,KZ,Imidacloprid (human toxicity: non-carcinogenic),characterized inventory / human toxicity: non-carcinogenic,total_life_cycle aggregated background activities,CTUh,6f89f31d-bd29-5b14-925d-72e3a080f771,0.0009410789677578086,4,ZS mining,Zn_sphalerite_concentrate,TRACI2.1 characterized inventory,Human Toxicity: Non-Carcinogenic,per kg topology production output; total_life_cycle characterized inventory from LiAISON patch-v2,31,4
ZS mining__Zn_sphalerite_concentrate,KZ,Iprodione (human toxicity: non-carcinogenic),characterized inventory / human toxicity: non-carcinogenic,total_life_cycle aggregated background activities,CTUh,afb14ef6-2d62-5015-89d2-feac7568d741,0.6855736281962129,6,ZS mining,Zn_sphalerite_concentrate,TRACI2.1 characterized inventory,Human Toxicity: Non-Carcinogenic,per kg topology production output; total_life_cycle characterized inventory from LiAISON patch-v2,46,6
ZS mining__Zn_sphalerite_concentrate,KZ,Nitrogen oxides (maximum incremental reactivity (MIR)),characterized inventory / maximum incremental reactivity (MIR),total_life_cycle aggregated background activities,kg O3-Eq,bff8d06f-81a5-5c5b-a6d9-a72ce7fd0fd0,2816.5657242777156,25,ZS mining,Zn_sphalerite_concentrate,TRACI2.1 characterized inventory,Maximum Incremental Reactivity (Mir),per kg topology production output; total_life_cycle characterized inventory from LiAISON patch-v2,200,17
ZS mining__Zn_sphalerite_concentrate,KZ,"Ethane, 1,1,2-trichloro-1,2,2-trifluoro-, CFC-113 (ozone depletion potential (ODP))",characterized inventory / ozone depletion potential (ODP),total_life_cycle aggregated background activities,kg CFC-11-Eq,b3ab1c8a-c97b-5a14-979b-cfcccb4e8ff6,0.002276695958431608,13,ZS mining,Zn_sphalerite_concentrate,TRACI2.1 characterized inventory,Ozone Depletion Potential (Odp),per kg topology production output; total_life_cycle characterized inventory from LiAISON patch-v2,85,11
ZS mining__Zn_sphalerite_concentrate,KZ,"Methane, monochloro-, R-40 (ozone depletion potential (ODP))",characterized inventory / ozone depletion potential (ODP),total_life_cycle aggregated background activities,kg CFC-11-Eq,f3d4a2ac-dfde-5599-87e2-1d3441525349,3.930233039021777e-07,7,ZS mining,Zn_sphalerite_concentrate,TRACI2.1 characterized inventory,Ozone Depletion Potential (Odp),per kg topology production output; total_life_cycle characterized inventory from LiAISON patch-v2,69,4
ZS mining__Zn_sphalerite_concentrate,KZ,"Methane, tetrachloro-, R-10 (ozone depletion potential (ODP))",characterized inventory / ozone depletion potential (ODP),total_life_cycle aggregated background activities,kg CFC-11-Eq,bad674f9-cc63-5b65-8341-2f4c3db61fe3,9.372297635388643e-07,7,ZS mining,Zn_sphalerite_concentrate,TRACI2.1 characterized inventory,Ozone Depletion Potential (Odp),per kg topology production output; total_life_cycle characterized inventory from LiAISON patch-v2,46,7
ZS mining__Zn_sphalerite_concentrate,KZ,"Particulate Matter, > 2.5 um and < 10um (particulate matter formation potential (PMFP))",characterized inventory / particulate matter formation potential (PMFP),total_life_cycle aggregated background activities,PM2.5-Eq,02ba9472-2c2a-5e44-a9f9-d0bb6179aaff,27.094884399584032,38,ZS mining,Zn_sphalerite_concentrate,TRACI2.1 characterized inventory,Particulate Matter Formation Potential (Pmfp),per kg topology production output; total_life_cycle characterized inventory from LiAISON patch-v2,200,26
ZS mining__Zn_sphalerite_concentrate,US,Nitrogen oxides (acidification potential (AP)),characterized inventory / acidification potential (AP),total_life_cycle aggregated background activities,kg SO2-Eq,c5336248-5ce3-579f-9bd8-64f848e6b0f1,0.008160132976094922,49,ZS mining,Zn_sphalerite_concentrate,TRACI2.1 characterized inventory,Acidification Potential (Ap),per kg topology production output; total_life_cycle characterized inventory from LiAISON patch-v2,200,32
ZS mining__Zn_sphalerite_concentrate,US,"1,2-Dichlorobenzene (ecotoxicity: freshwater)",characterized inventory / ecotoxicity: freshwater,total_life_cycle aggregated background activities,CTUe,64e3ef03-7ba6-53ce-a32f-9895e50e9fe4,7.266001624023011,7,ZS mining,Zn_sphalerite_concentrate,TRACI2.1 characterized inventory,Ecotoxicity: Freshwater,per kg topology production output; total_life_cycle characterized inventory from LiAISON patch-v2,94,7
ZS mining__Zn_sphalerite_concentrate,US,Iprodione (ecotoxicity: freshwater),characterized inventory / ecotoxicity: freshwater,total_life_cycle aggregated background activities,CTUe,3077b296-9c8f-5079-b0a3-ef21d92a5e30,830.342535331356,4,ZS mining,Zn_sphalerite_concentrate,TRACI2.1 characterized inventory,Ecotoxicity: Freshwater,per kg topology production output; total_life_cycle characterized inventory from LiAISON patch-v2,46,4
ZS mining__Zn_sphalerite_concentrate,US,Nitrogen dioxide (ecotoxicity: freshwater),characterized inventory / ecotoxicity: freshwater,total_life_cycle aggregated background activities,CTUe,26cb5342-bf2a-51e1-a220-49f86203f186,30.795757631825982,6,ZS mining,Zn_sphalerite_concentrate,TRACI2.1 characterized inventory,Ecotoxicity: Freshwater,per kg topology production output; total_life_cycle characterized inventory from LiAISON patch-v2,60,5
ZS mining__Zn_sphalerite_concentrate,US,Nitrogen oxides (eutrophication potential),characterized inventory / eutrophication potential,total_life_cycle aggregated background activities,kg N-Eq,04964a51-e984-5e53-9fbe-f7bb9108e804,0.022788113591689942,43,ZS mining,Zn_sphalerite_concentrate,TRACI2.1 characterized inventory,Eutrophication Potential,per kg topology production output; total_life_cycle characterized inventory from LiAISON patch-v2,200,28
ZS mining__Zn_sphalerite_concentrate,US,Dinitrogen monoxide (global warming potential (GWP100)),characterized inventory / global warming potential (GWP100),total_life_cycle aggregated background activities,kg CO2-Eq,b5acfd29-6a6f-5dba-848a-9e67d142c087,0.906802937477397,43,ZS mining,Zn_sphalerite_concentrate,TRACI2.1 characterized inventory,Global Warming Potential (Gwp100),per kg topology production output; total_life_cycle characterized inventory from LiAISON patch-v2,200,38
ZS mining__Zn_sphalerite_concentrate,US,Arsenic ion (human toxicity: carcinogenic),characterized inventory / human toxicity: carcinogenic,total_life_cycle aggregated background activities,CTUh,c65e9f29-c0d4-5880-baa9-4b1a9b47fcab,2.074034903484308e-06,18,ZS mining,Zn_sphalerite_concentrate,TRACI2.1 characterized inventory,Human Toxicity: Carcinogenic,per kg topology production output; total_life_cycle characterized inventory from LiAISON patch-v2,200,13
ZS mining__Zn_sphalerite_concentrate,US,"1,2-Dichlorobenzene (human toxicity: non-carcinogenic)",characterized inventory / human toxicity: non-carcinogenic,total_life_cycle aggregated background activities,CTUh,de45e107-8adb-55c2-8cc7-cb331894a8e7,8.965978416333123e-07,10,ZS mining,Zn_sphalerite_concentrate,TRACI2.1 characterized inventory,Human Toxicity: Non-Carcinogenic,per kg topology production output; total_life_cycle characterized inventory from LiAISON patch-v2,123,7
ZS mining__Zn_sphalerite_concentrate,US,Imidacloprid (human toxicity: non-carcinogenic),characterized inventory / human toxicity: non-carcinogenic,total_life_cycle aggregated background activities,CTUh,c9c06f02-4798-5f1f-91e8-b06f278c2d23,3.7020303828468596e-08,4,ZS mining,Zn_sphalerite_concentrate,TRACI2.1 characterized inventory,Human Toxicity: Non-Carcinogenic,per kg topology production output; total_life_cycle characterized inventory from LiAISON patch-v2,31,4
ZS mining__Zn_sphalerite_concentrate,US,Iprodione (human toxicity: non-carcinogenic),characterized inventory / human toxicity: non-carcinogenic,total_life_cycle aggregated background activities,CTUh,638c74b1-e8b0-5b85-8f03-1dd9c08b3355,2.6970274572914326e-05,6,ZS mining,Zn_sphalerite_concentrate,TRACI2.1 characterized inventory,Human Toxicity: Non-Carcinogenic,per kg topology production output; total_life_cycle characterized inventory from LiAISON patch-v2,46,6
ZS mining__Zn_sphalerite_concentrate,US,Nitrogen oxides (maximum incremental reactivity (MIR)),characterized inventory / maximum incremental reactivity (MIR),total_life_cycle aggregated background activities,kg O3-Eq,ab15c265-b40a-5c01-9347-52af504aa8af,0.11080829542807236,25,ZS mining,Zn_sphalerite_concentrate,TRACI2.1 characterized inventory,Maximum Incremental Reactivity (Mir),per kg topology production output; total_life_cycle characterized inventory from LiAISON patch-v2,200,17
ZS mining__Zn_sphalerite_concentrate,US,"Ethane, 1,1,2-trichloro-1,2,2-trifluoro-, CFC-113 (ozone depletion potential (ODP))",characterized inventory / ozone depletion potential (ODP),total_life_cycle aggregated background activities,kg CFC-11-Eq,b75ab001-de62-51b9-b342-2e2cbce2a42e,8.955797870198748e-08,13,ZS mining,Zn_sphalerite_concentrate,TRACI2.1 characterized inventory,Ozone Depletion Potential (Odp),per kg topology production output; total_life_cycle characterized inventory from LiAISON patch-v2,85,11
ZS mining__Zn_sphalerite_concentrate,US,"Methane, monochloro-, R-40 (ozone depletion potential (ODP))",characterized inventory / ozone depletion potential (ODP),total_life_cycle aggregated background activities,kg CFC-11-Eq,0ca30f6b-0b2e-5986-b107-a6e5ab73df94,1.5460286955228295e-11,7,ZS mining,Zn_sphalerite_concentrate,TRACI2.1 characterized inventory,Ozone Depletion Potential (Odp),per kg topology production output; total_life_cycle characterized inventory from LiAISON patch-v2,69,4
ZS mining__Zn_sphalerite_concentrate,US,"Methane, tetrachloro-, R-10 (ozone depletion potential (ODP))",characterized inventory / ozone depletion potential (ODP),total_life_cycle aggregated background activities,kg CFC-11-Eq,3c075338-28cb-5f50-be90-bab108dfc023,3.68676392263986e-11,7,ZS mining,Zn_sphalerite_concentrate,TRACI2.1 characterized inventory,Ozone Depletion Potential (Odp),per kg topology production output; total_life_cycle characterized inventory from LiAISON patch-v2,46,7
ZS mining__Zn_sphalerite_concentrate,US,"Particulate Matter, > 2.5 um and < 10um (particulate matter formation potential (PMFP))",characterized inventory / particulate matter formation potential (PMFP),total_life_cycle aggregated background activities,PM2.5-Eq,eb8bd401-9d7a-5b17-bbd5-72c4f93ea1f2,0.0010658934201902494,38,ZS mining,Zn_sphalerite_concentrate,TRACI2.1 characterized inventory,Particulate Matter Formation Potential (Pmfp),per kg topology production output; total_life_cycle characterized inventory from LiAISON patch-v2,200,26
Zinc smelting/refining__ZLR_Zn_residue,CN,Nitrogen oxides (acidification potential (AP)),characterized inventory / acidification potential (AP),total_life_cycle aggregated background activities,kg SO2-Eq,be3ed737-e380-59e7-a6cb-5eae57809813,0.024894954433238255,49,Zinc smelting/refining,ZLR_Zn_residue,TRACI2.1 characterized inventory,Acidification Potential (Ap),per kg topology production output; total_life_cycle characterized inventory from LiAISON patch-v2,200,32
