time_period,source,source_location,destination,destination_location,material,flow_value
3,sulfuric acid digestion,CN,metallothermic reduction,JP,neodynium_oxide,0.24071934715590354
3,sulfuric acid digestion,CN,metallothermic reduction,EE,neodynium_oxide,0.24072084777467384
3,sulfuric acid digestion,CN,molten_salt electrolysis,CN,neodynium_oxide,652810.2132088622
3,sulfuric acid digestion,CN,molten_salt electrolysis,CN,dysprosium_oxide,3156.877946074512
3,sulfuric acid digestion,CN,molten_salt electrolysis,JP,neodynium_oxide,195.12809201972055
3,sulfuric acid digestion,CN,molten_salt electrolysis,JP,dysprosium_oxide,0.94360727929306
3,sulfuric acid digestion,CN,molten_salt electrolysis,US,neodynium_oxide,44.168039086746134
3,sulfuric acid digestion,CN,molten_salt electrolysis,US,dysprosium_oxide,0.21359041988776348
3,sulfuric acid digestion,CN,molten_salt electrolysis,EE,neodynium_oxide,142505.63375154824
3,sulfuric acid digestion,CN,molten_salt electrolysis,EE,dysprosium_oxide,689.132743302417
3,use phase,US,direct reuse,US,hp_magnet,145056.4945017566
3,use phase,US,magnet-to-magnet recycling,US,hp_magnet,6.437172583427582
3,use phase,US,hydrometallurgical,US,hp_magnet,4.344554673756366
3,use phase,US,pyrometallurgical,US,hp_magnet,3.246554758264438
3,use phase,US,cryogenic,US,hp_magnet,2.591582265118727
4,beneficiation,CN,sulfuric acid digestion,CN,phosphate,1983161.1494132874
4,beneficiation,CN,hydrochloric acid digestion,CN,flurocarbonate,52.814264716647926
4,chemical transformation,CN,magnet manufacturing,CN,neodynium dysprosium iron alloy,25.62577228483332
4,chemical transformation,CN,magnet manufacturing,JP,neodynium dysprosium iron alloy,255814.67590330212
4,chemical transformation,CN,magnet manufacturing,US,neodynium dysprosium iron alloy,95.88142804632302
4,chemical transformation,CN,magnet manufacturing,EE,neodynium dysprosium iron alloy,1981399.6399064362
4,chemical transformation,US,magnet manufacturing,JP,neodynium dysprosium iron alloy,199704.6613523584
4,chemical transformation,US,magnet manufacturing,US,neodynium dysprosium iron alloy,95.86699016112847
4,chemical transformation,US,magnet manufacturing,EE,neodynium dysprosium iron alloy,800197.5778421139
4,clay mining,BR,clay refining,BR,ion adsorption clay,597261.4185000471
4,clay mining,CN,clay refining,CN,ion adsorption clay,89180.25399094122
4,clay mining,MM,clay refining,MM,ion adsorption clay,38585.144716450435
4,clay refining,BR,metallothermic reduction,JP,neodynium_oxide,132.7390542743287
4,clay refining,BR,metallothermic reduction,JP,dysprosium_oxide,139.0599615321011
4,clay refining,BR,metallothermic reduction,EE,neodynium_oxide,24691.7824197177
4,clay refining,BR,metallothermic reduction,EE,dysprosium_oxide,25867.581582472776
4,clay refining,BR,molten_salt electrolysis,JP,neodynium_oxide,147.44746685578184
4,clay refining,BR,molten_salt electrolysis,JP,dysprosium_oxide,154.46877471267106
4,clay refining,BR,molten_salt electrolysis,US,neodynium_oxide,41.20523908188866
4,clay refining,BR,molten_salt electrolysis,US,dysprosium_oxide,43.16739323525914
4,clay refining,BR,molten_salt electrolysis,EE,neodynium_oxide,225836.62160007318
4,clay refining,BR,molten_salt electrolysis,EE,dysprosium_oxide,236590.7464380833
4,clay refining,CN,metallothermic reduction,CN,neodynium_oxide,37385.50407305193
4,clay refining,CN,metallothermic reduction,CN,dysprosium_oxide,41931.17391636772
4,clay refining,CN,metallothermic reduction,JP,neodynium_oxide,1.2282631696646393
4,clay refining,CN,metallothermic reduction,JP,dysprosium_oxide,1.377606420345105
4,clay refining,CN,metallothermic reduction,EE,neodynium_oxide,1.2401960720300504
4,clay refining,CN,metallothermic reduction,EE,dysprosium_oxide,1.3909902335855346
4,clay refining,CN,molten_salt electrolysis,CN,neodynium_oxide,0.9096966595625318
4,clay refining,CN,molten_salt electrolysis,CN,dysprosium_oxide,1.0203056945618543
4,clay refining,CN,molten_salt electrolysis,JP,neodynium_oxide,0.9041164315388919
4,clay refining,CN,molten_salt electrolysis,JP,dysprosium_oxide,1.0140469716275335
4,clay refining,CN,molten_salt electrolysis,US,neodynium_oxide,0.8900459611195538
4,clay refining,CN,molten_salt electrolysis,US,dysprosium_oxide,0.9982656853544415
4,clay refining,CN,molten_salt electrolysis,EE,neodynium_oxide,0.9096921971071168
4,clay refining,CN,molten_salt electrolysis,EE,dysprosium_oxide,1.0203006895204956
4,clay refining,MM,metallothermic reduction,CN,neodynium_oxide,13118.211828149668
4,clay refining,MM,metallothermic reduction,CN,dysprosium_oxide,15433.190386058433
4,clay refining,MM,molten_salt electrolysis,CN,neodynium_oxide,0.7373754434821558
4,clay refining,MM,molten_salt electrolysis,CN,dysprosium_oxide,0.8675005217433275
4,cryogenic,US,magnet manufacturing,US,neodynium dysprosium iron alloy,1.8529813195598894
4,direct reuse,US,magnet_market_mix,US,hp_magnet,139979.5171941951
4,hydrochloric acid digestion,CN,metallothermic reduction,CN,neodynium_oxide,0.23232676012966613
4,hydrochloric acid digestion,CN,metallothermic reduction,JP,neodynium_oxide,0.23213544963157554
4,hydrochloric acid digestion,CN,metallothermic reduction,EE,neodynium_oxide,0.2321373189997713
4,hydrochloric acid digestion,CN,molten_salt electrolysis,CN,neodynium_oxide,6.414194564400017
4,hydrochloric acid digestion,CN,molten_salt electrolysis,JP,neodynium_oxide,6.146538180757025
4,hydrochloric acid digestion,CN,molten_salt electrolysis,US,neodynium_oxide,5.5498611986538515
4,hydrochloric acid digestion,CN,molten_salt electrolysis,EE,neodynium_oxide,6.41395167082622
4,hydrometallurgical,US,magnet manufacturing,US,neodynium dysprosium iron alloy,3.5408120591114374
4,magnet manufacturing,CN,magnet_market_mix,US,hp_magnet,18.63607936412573
4,magnet manufacturing,EE,magnet_market_mix,US,hp_magnet,1999968.3995468277
4,magnet manufacturing,JP,magnet_market_mix,US,hp_magnet,324776.1770622814
4,magnet manufacturing,US,magnet_market_mix,US,hp_magnet,143.2230146436757
4,magnet-to-magnet recycling,US,magnet_market_mix,US,hp_magnet,5.568154284664858
4,magnet_market_mix,US,use phase,US,hp_magnet,2613971.10339851
4,metallothermic reduction,CN,chemical transformation,CN,dysprosium,46611.162979376444
4,metallothermic reduction,CN,chemical transformation,US,dysprosium,0.36783026928064383
4,metallothermic reduction,EE,chemical transformation,US,dysprosium,20721.04886192574
4,metallothermic reduction,JP,chemical transformation,US,dysprosium,111.87718665151212
4,mining,AU,mining,AU,bastnasite,395.86971059525064
4,mining,BR,mining,BR,bastnasite,3304502.7322056545
4,mining,CA,mining,CA,bastnasite,2465514.818522801
4,mining,CN,mining,CN,monazaite,63.28027851621366
4,mining,CN,mining,CN,bastnasite,63.28031943192738
4,mining,CN,beneficiation,CN,monazaite,5446150.242800262
4,mining,CN,beneficiation,CN,bastnasite,769.1472448758909
4,mining,CN,chemical transformation,CN,iron,1491557.2153400462
4,mining,US,mining,US,bastnasite,4745.503237141628
4,mining,US,chemical transformation,US,iron,666665.404123089
4,molten_salt electrolysis,CN,chemical transformation,CN,neodynium,699167.4446906467
4,molten_salt electrolysis,CN,chemical transformation,US,neodynium,1.0645930664200922
4,molten_salt electrolysis,EE,chemical transformation,US,neodynium,312167.1224141429
4,molten_salt electrolysis,JP,chemical transformation,US,neodynium,256.4881746196966
4,molten_salt electrolysis,US,chemical transformation,US,neodynium,74.73300086894031
4,pyrometallurgical,US,magnet manufacturing,US,neodynium dysprosium iron alloy,2.4836143900722956
4,sulfuric acid digestion,CN,metallothermic reduction,CN,neodynium_oxide,0.2411463438640951
4,sulfuric acid digestion,CN,metallothermic reduction,JP,neodynium_oxide,0.24094031452422357
4,sulfuric acid digestion,CN,metallothermic reduction,EE,neodynium_oxide,0.24094232721037961
4,sulfuric acid digestion,CN,molten_salt electrolysis,CN,neodynium_oxide,806737.5558154245
4,sulfuric acid digestion,CN,molten_salt electrolysis,CN,dysprosium_oxide,3902.3917263982607
4,sulfuric acid digestion,CN,molten_salt electrolysis,JP,neodynium_oxide,147.3734390494946
4,sulfuric acid digestion,CN,molten_salt electrolysis,JP,dysprosium_oxide,0.7128836331415883
4,sulfuric acid digestion,CN,molten_salt electrolysis,US,neodynium_oxide,41.1997103483552
4,sulfuric acid digestion,CN,molten_salt electrolysis,US,dysprosium_oxide,0.19929470039480077
4,sulfuric acid digestion,CN,molten_salt electrolysis,EE,neodynium_oxide,140119.8559515254
4,sulfuric acid digestion,CN,molten_salt electrolysis,EE,dysprosium_oxide,677.7948584958125
4,use phase,US,direct reuse,US,hp_magnet,30448.06042366233
4,use phase,US,magnet-to-magnet recycling,US,hp_magnet,30448.060423662326
4,use phase,US,hydrometallurgical,US,hp_magnet,30448.060423662326
4,use phase,US,pyrometallurgical,US,hp_magnet,30448.06042366233
4,use phase,US,cryogenic,US,hp_magnet,30448.06042366233
